TI,code,age,gender,edu,manage,conhour,contype,lmx,infshare,voice,paysatis,fair,proact,caropp,N,FTEN,FTELY,Council,HR,Levels,Departments,Managers,FB,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,SB,AB,ce,sp,eo
2,ALgroen,22.6389271,-0.429848693,3.079779917,-0.237276479,6.438101788,0.195323246,0.091872994,-0.017881706,-0.436898212,-0.703117836,-0.42920392,0.261072902,0.040577717,-26.27166437,-16.40302613,-14.52063274,-0.170563961,-0.44085282,-0.667125172,-1.770976616,-2.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,0.742225294,-0.074039822,-0.462337865
4,ALindigo,-14.3610729,0.570151307,0.079779917,-0.237276479,-31.56189821,0.195323246,-0.074793673,-1.017881706,-0.686898212,0.630215497,-0.11670392,0.061072902,-1.292755617,-24.27166437,-22.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
3,ALindigo,-19.3610729,-0.429848693,-0.920220083,-0.237276479,-31.56189821,0.195323246,0.258539661,-0.517881706,-0.186898212,-0.036451169,0.13329608,0.061072902,-0.292755617,-24.27166437,-32.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
1.666666667,ALindigo,-18.3610729,-0.429848693,-1.920220083,-0.237276479,-17.56189821,-0.804676754,0.008539661,-0.517881706,0.063101788,1.630215497,0.13329608,-1.138927098,-0.292755617,-24.27166437,-22.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2.666666667,ALindigo,-17.3610729,-0.429848693,-0.920220083,0.762723521,0.438101788,0.195323246,0.091872994,-0.517881706,-0.186898212,1.296882164,0.69579608,-0.338927098,0.707244383,-24.27166437,-26.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2.333333333,ALindigo,-12.3610729,0.570151307,-0.920220083,0.762723521,6.438101788,0.195323246,0.341872994,1.482118294,1.063101788,0.963548831,0.50829608,0.661072902,0.37391105,-24.27166437,-27.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2,ALindigo,-16.3610729,0.570151307,1.079779917,-0.237276479,-31.56189821,0.195323246,-0.074793673,0.482118294,0.563101788,0.630215497,-0.05420392,0.061072902,1.707244383,-24.27166437,-32.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2,ALindigo,-17.3610729,0.570151307,1.079779917,-0.237276479,-31.56189821,-0.804676754,-0.074793673,0.482118294,0.563101788,0.630215497,0.19579608,0.061072902,-1.292755617,-24.27166437,-28.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
1.333333333,ALindigo,-20.3610729,-0.429848693,-1.920220083,0.762723521,6.438101788,-0.804676754,0.591872994,-0.017881706,0.063101788,1.630215497,0.57079608,-0.738927098,0.707244383,-24.27166437,-22.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
1.333333333,ALindigo,-19.3610729,0.570151307,-1.920220083,-0.237276479,-15.56189821,-0.804676754,0.091872994,0.482118294,-0.186898212,0.963548831,0.19579608,-0.938927098,-0.959422283,-24.27166437,-25.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
2,ALindigo,-15.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,0.195323246,0.925206327,-2.017881706,-0.936898212,0.296882164,-0.17920392,-0.138927098,-2.292755617,-24.27166437,-31.40302613,-20.52063274,-0.170563961,-0.44085282,0.332874828,-0.770976616,-0.463548831,0.450481431,-0.136176066,-0.150618982,0.171939477,-1.149931224,0.460797799,0.812929849,-1.094910591,-0.044704264,-0.850756534,-0.04561161,-0.085434174,-0.972060421,-0.304809052,-1.017893421
3.333333333,ALkaki,-6.361072902,-0.429848693,-0.920220083,-0.237276479,6.438101788,0.195323246,0.008539661,-2.517881706,-1.186898212,-1.036451169,-0.42920392,-0.938927098,-0.292755617,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
1.666666667,ALkaki,0.638927098,-0.429848693,-0.920220083,0.762723521,6.438101788,0.195323246,-0.408127006,-0.517881706,0.063101788,-1.036451169,-0.11670392,0.061072902,-0.292755617,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
2.333333333,ALkaki,-14.3610729,-0.429848693,-0.920220083,-0.237276479,6.438101788,0.195323246,0.175206327,1.482118294,1.563101788,-0.036451169,0.13329608,-0.138927098,0.37391105,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
2,ALkaki,-19.3610729,-0.429848693,-1.920220083,-0.237276479,6.438101788,-0.804676754,-0.074793673,1.482118294,1.563101788,-0.036451169,-0.05420392,-0.938927098,0.707244383,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
4,ALkaki,-17.3610729,-0.429848693,-1.920220083,-0.237276479,4.438101788,0.195323246,-0.741460339,-0.017881706,0.063101788,-0.703117836,-0.61670392,-0.538927098,-1.292755617,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
1.333333333,ALkaki,-9.361072902,-0.429848693,-0.920220083,0.762723521,6.438101788,0.195323246,0.925206327,-0.017881706,0.313101788,-0.369784503,-0.05420392,0.461072902,-0.292755617,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
2.333333333,ALkaki,-2.361072902,-0.429848693,-0.920220083,0.762723521,6.438101788,0.195323246,0.175206327,-0.517881706,-0.186898212,-0.036451169,-0.11670392,0.061072902,0.040577717,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
2.666666667,ALkaki,-1.361072902,-0.429848693,-0.920220083,0.762723521,6.438101788,0.195323246,0.091872994,-0.517881706,-0.436898212,-0.036451169,0.07079608,0.061072902,-0.292755617,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
1.333333333,ALkaki,-19.3610729,-0.429848693,-1.920220083,-0.237276479,8.438101788,-0.804676754,-0.324793673,-1.017881706,-0.436898212,0.296882164,0.32079608,-1.338927098,0.707244383,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
2.666666667,ALkaki,-2.361072902,-0.429848693,-0.920220083,0.762723521,8.438101788,0.195323246,-0.574793673,-0.517881706,-0.186898212,-0.369784503,-0.49170392,-0.938927098,-0.292755617,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
3,ALkaki,-14.3610729,-0.429848693,-1.920220083,-0.237276479,6.438101788,0.195323246,-0.241460339,-0.017881706,-1.186898212,-0.369784503,-0.05420392,-0.338927098,-0.62608895,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
1.333333333,ALkaki,20.6389271,-0.429848693,-1.920220083,-0.237276479,-1.561898212,0.195323246,0.175206327,0.482118294,0.063101788,-0.703117836,0.07079608,1.061072902,0.37391105,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
1.333333333,ALkaki,3.638927098,-0.429848693,-0.920220083,0.762723521,6.438101788,0.195323246,-0.158127006,-1.517881706,-0.686898212,-0.703117836,-0.05420392,-0.138927098,-0.959422283,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
1.333333333,ALkaki,-20.3610729,-0.429848693,-1.920220083,-0.237276479,8.438101788,0.195323246,-0.158127006,-1.017881706,1.063101788,0.630215497,0.50829608,-0.538927098,0.707244383,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
1.666666667,ALkaki,-12.3610729,-0.429848693,-0.920220083,-0.237276479,6.438101788,0.195323246,0.841872994,0.482118294,0.813101788,-0.369784503,-0.36670392,-0.538927098,0.707244383,-20.27166437,-13.40302613,-11.52063274,-0.170563961,-0.44085282,2.332874828,0.229023384,-1.463548831,0.450481431,-1.136176066,-0.150618982,0.171939477,-0.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,-0.972060421,NA,-1.90678231
2,ALpaars,12.6389271,0.570151307,1.079779917,-0.237276479,-11.56189821,-0.804676754,0.341872994,-1.517881706,-0.436898212,0.630215497,0.25829608,0.061072902,-0.292755617,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2.666666667,ALpaars,-17.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,0.195323246,1.091872994,-0.017881706,0.813101788,0.296882164,0.88329608,0.061072902,0.040577717,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2,ALpaars,-15.3610729,0.570151307,1.079779917,-0.237276479,-23.56189821,0.195323246,0.008539661,-1.517881706,-0.686898212,0.296882164,-0.05420392,-0.738927098,-1.959422283,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2.333333333,ALpaars,8.638927098,0.570151307,-0.920220083,-0.237276479,-7.561898212,0.195323246,0.425206327,-1.017881706,-0.186898212,0.963548831,0.82079608,0.461072902,0.040577717,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
2,ALpaars,-10.3610729,0.570151307,-0.920220083,-0.237276479,0.438101788,0.195323246,0.591872994,-1.517881706,-0.186898212,0.963548831,0.57079608,0.061072902,-0.62608895,-29.27166437,-25.40302613,-23.52063274,-0.170563961,0.55914718,0.332874828,-2.770976616,-1.463548831,0.450481431,-1.136176066,0.849381018,0.171939477,-0.149931224,-0.539202201,0.812929849,0.905089409,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.313653865,0.156729409,0.537662135
1.666666667,ALrood,-19.3610729,-0.429848693,-2.920220083,-0.237276479,-21.56189821,0.195323246,0.091872994,-0.017881706,0.813101788,1.296882164,1.07079608,0.261072902,0.040577717,-20.27166437,-30.40302613,-27.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-1.463548831,0.450481431,-1.136176066,1.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,1.456511008,0.925960178,1.982106579
