TI,code,age,gender,edu,manage,conhour,contype,lmx,infshare,voice,paysatis,fair,proact,caropp,N,FTEN,FTELY,Council,HR,Levels,Departments,Managers,FB,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,SB,AB,ce,sp,eo
1.333333333,IFpaars,-5.361072902,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.241460339,-0.017881706,-0.186898212,-0.036451169,-0.30420392,1.061072902,-0.292755617,0.728335626,6.596973865,8.479367263,-0.170563961,0.55914718,-0.667125172,2.229023384,-1.463548831,-0.549518569,1.863823934,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,1.027939579,0.38749864,0.870995468
2.666666667,IFpaars,18.6389271,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-0.741460339,1.482118294,-1.936898212,0.630215497,-0.30420392,0.061072902,-0.292755617,0.728335626,6.596973865,8.479367263,-0.170563961,0.55914718,-0.667125172,2.229023384,-1.463548831,-0.549518569,1.863823934,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,1.027939579,0.38749864,0.870995468
2.333333333,IFpaars,5.638927098,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-0.658127006,1.482118294,-1.436898212,-0.369784503,-0.49170392,0.061072902,-0.292755617,0.728335626,6.596973865,8.479367263,-0.170563961,0.55914718,-0.667125172,2.229023384,-1.463548831,-0.549518569,1.863823934,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,1.027939579,0.38749864,0.870995468
1,IFpaars,26.6389271,-0.429848693,0.079779917,-0.237276479,0.438101788,0.195323246,-0.074793673,1.482118294,0.813101788,0.630215497,0.19579608,1.061072902,0.37391105,0.728335626,6.596973865,8.479367263,-0.170563961,0.55914718,-0.667125172,2.229023384,-1.463548831,-0.549518569,1.863823934,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,1.027939579,0.38749864,0.870995468
1.666666667,IFpaars,24.6389271,-0.429848693,0.079779917,0.762723521,8.438101788,0.195323246,-0.074793673,0.982118294,-0.936898212,0.963548831,-0.67920392,0.461072902,-1.292755617,0.728335626,6.596973865,8.479367263,-0.170563961,0.55914718,-0.667125172,2.229023384,-1.463548831,0.450481431,1.863823934,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,1.027939579,0.38749864,0.870995468
2,IFpaars,10.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,0.425206327,1.482118294,-0.686898212,-0.036451169,0.00829608,-0.138927098,0.37391105,0.728335626,6.596973865,8.479367263,-0.170563961,0.55914718,-0.667125172,2.229023384,-1.463548831,-0.549518569,1.863823934,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,1.027939579,0.38749864,0.870995468
1,IFpaars,25.6389271,-0.429848693,0.079779917,-0.237276479,8.438101788,0.195323246,-0.408127006,1.482118294,0.063101788,-0.703117836,-0.55420392,-0.138927098,0.040577717,0.728335626,6.596973865,8.479367263,-0.170563961,0.55914718,-0.667125172,2.229023384,-1.463548831,0.450481431,1.863823934,-1.150618982,-0.828060523,-1.149931224,-0.539202201,-0.187070151,-0.094910591,0.955295736,0.149243466,-0.04561161,-0.085434174,1.027939579,0.38749864,0.870995468
4.666666667,IFzwart,-13.3610729,0.570151307,1.079779917,-0.237276479,-19.56189821,-0.804676754,-0.158127006,1.482118294,-0.936898212,-0.703117836,-0.05420392,-0.138927098,-1.62608895,-0.271664374,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,-2.770976616,2.536451169,-0.549518569,-1.136176066,0.849381018,0.171939477,0.850068776,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.885082437,1.156729409,-1.573448976
2.666666667,IFzwart,1.638927098,0.570151307,0.079779917,-0.237276479,0.438101788,0.195323246,0.425206327,0.982118294,0.813101788,-1.703117836,-0.74170392,0.661072902,0.707244383,-0.271664374,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,-2.770976616,2.536451169,-0.549518569,-1.136176066,0.849381018,0.171939477,0.850068776,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.885082437,1.156729409,-1.573448976
1,IFzwart,27.6389271,0.570151307,-2.920220083,-0.237276479,-11.56189821,0.195323246,1.258539661,0.982118294,0.063101788,0.296882164,0.13329608,0.261072902,-0.292755617,-0.271664374,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,-2.770976616,2.536451169,-0.549518569,-1.136176066,0.849381018,0.171939477,0.850068776,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.885082437,1.156729409,-1.573448976
1,IFzwart,17.6389271,0.570151307,0.079779917,-0.237276479,-11.56189821,0.195323246,1.258539661,1.482118294,1.313101788,-2.036451169,0.13329608,-1.538927098,0.37391105,-0.271664374,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,-2.770976616,2.536451169,-0.549518569,-1.136176066,0.849381018,0.171939477,0.850068776,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.885082437,1.156729409,-1.573448976
3.333333333,IFzwart,-11.3610729,0.570151307,1.079779917,-0.237276479,-1.561898212,-0.804676754,0.175206327,1.482118294,0.813101788,-0.369784503,-0.11670392,-0.338927098,0.040577717,-0.271664374,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,-2.770976616,2.536451169,-0.549518569,-1.136176066,0.849381018,0.171939477,0.850068776,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.885082437,1.156729409,-1.573448976
2.666666667,IFzwart,24.6389271,0.570151307,0.079779917,0.762723521,-1.561898212,0.195323246,-0.074793673,1.482118294,-0.436898212,-0.703117836,-0.49170392,0.061072902,-0.292755617,-0.271664374,-12.40302613,-8.520632737,-0.170563961,0.55914718,0.332874828,-2.770976616,2.536451169,0.450481431,-1.136176066,0.849381018,0.171939477,0.850068776,-0.539202201,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.885082437,1.156729409,-1.573448976
2,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,4.438101788,0.195323246,0.925206327,-0.017881706,0.813101788,1.296882164,1.63329608,0.461072902,1.707244383,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
1.333333333,JXblauw,-10.3610729,-0.429848693,-0.920220083,-0.237276479,8.438101788,-0.804676754,0.008539661,-2.017881706,-0.436898212,-0.369784503,-0.49170392,0.461072902,-0.292755617,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
2.333333333,JXblauw,-13.3610729,-0.429848693,1.079779917,-0.237276479,8.438101788,-0.804676754,0.091872994,-2.017881706,-0.186898212,0.630215497,0.07079608,0.061072902,0.707244383,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
1,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.341872994,-1.017881706,0.063101788,0.296882164,-0.30420392,0.261072902,1.040577717,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
2,JXblauw,-15.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,0.195323246,-0.158127006,-2.517881706,-1.436898212,-0.369784503,-0.11670392,0.061072902,-0.292755617,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
2,JXblauw,15.6389271,-0.429848693,-3.920220083,-0.237276479,-27.56189821,0.195323246,-0.908127006,-1.517881706,-0.686898212,-1.036451169,-0.55420392,-0.138927098,0.37391105,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
2,JXblauw,2.638927098,-0.429848693,2.079779917,0.762723521,8.438101788,0.195323246,0.008539661,-1.017881706,0.063101788,0.296882164,0.50829608,0.261072902,-0.62608895,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
2,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.008539661,-0.517881706,0.313101788,-0.036451169,-0.24170392,-0.138927098,0.040577717,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
2,JXblauw,-8.361072902,-0.429848693,2.079779917,-0.237276479,-0.561898212,0.195323246,0.925206327,-0.017881706,0.813101788,1.296882164,1.63329608,0.461072902,1.707244383,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
3.333333333,JXblauw,-2.361072902,-0.429848693,1.079779917,0.762723521,8.438101788,0.195323246,-0.658127006,-1.517881706,-0.436898212,-0.703117836,-0.99170392,-0.338927098,-0.959422283,-17.27166437,-12.40302613,-12.52063274,-0.170563961,0.55914718,-2.667125172,-3.770976616,-3.463548831,0.450481431,-1.136176066,0.849381018,1.171939477,-1.149931224,-0.539202201,-0.187070151,1.905089409,0.955295736,-0.850756534,-0.04561161,-0.085434174,0.599368151,-0.227885975,0.537662135
2,JXbrons,-3.361072902,0.570151307,2.079779917,-0.237276479,-19.56189821,-0.804676754,0.258539661,-1.017881706,0.813101788,-0.369784503,0.44579608,0.061072902,0.707244383,-28.27166437,-28.40302613,-26.52063274,-0.170563961,-0.44085282,0.332874828,0.229023384,-1.463548831,0.450481431,0.863823934,0.849381018,1.171939477,-1.149931224,-0.539202201,0.812929849,0.905089409,0.955295736,0.149243466,0.95438839,-0.085434174,0.742225294,0.156729409,0.09321769
1.666666667,JXbrons,-3.361072902,0.570151307,2.079779917,-0.237276479,-13.56189821,0.195323246,0.175206327,0.982118294,1.813101788,-0.369784503,1.00829608,0.861072902,0.37391105,-28.27166437,-28.40302613,-26.52063274,-0.170563961,-0.44085282,0.332874828,0.229023384,-1.463548831,0.450481431,0.863823934,0.849381018,1.171939477,-1.149931224,-0.539202201,0.812929849,0.905089409,0.955295736,0.149243466,0.95438839,-0.085434174,0.742225294,0.156729409,0.09321769
2,JXbrons,-11.3610729,0.570151307,2.079779917,0.762723521,-30.56189821,-0.804676754,0.341872994,0.482118294,1.563101788,0.630215497,0.63329608,0.061072902,1.37391105,-28.27166437,-28.40302613,-26.52063274,-0.170563961,-0.44085282,0.332874828,0.229023384,-1.463548831,0.450481431,0.863823934,0.849381018,1.171939477,-1.149931224,-0.539202201,0.812929849,0.905089409,0.955295736,0.149243466,0.95438839,-0.085434174,0.742225294,0.156729409,0.09321769
2.333333333,LBbrons,-10.3610729,-0.429848693,1.079779917,-0.237276479,8.438101788,-0.804676754,0.008539661,1.482118294,0.813101788,-0.369784503,-0.05420392,0.661072902,0.040577717,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1.666666667,LBbrons,-10.3610729,0.570151307,1.079779917,-0.237276479,8.438101788,0.195323246,-0.491460339,1.482118294,0.313101788,0.630215497,0.50829608,0.061072902,0.707244383,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
2.666666667,LBbrons,-7.361072902,0.570151307,2.079779917,-0.237276479,8.438101788,0.195323246,-0.574793673,-0.017881706,0.813101788,-0.036451169,-0.36670392,0.661072902,-0.292755617,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
2,LBbrons,1.638927098,-0.429848693,1.079779917,0.762723521,4.438101788,0.195323246,0.175206327,-0.017881706,-0.186898212,0.630215497,-0.05420392,0.261072902,-0.62608895,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1,LBbrons,18.6389271,0.570151307,2.079779917,-0.237276479,4.438101788,0.195323246,0.258539661,-0.517881706,0.813101788,1.296882164,0.00829608,1.061072902,1.707244383,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
3.666666667,LBbrons,-3.361072902,0.570151307,2.079779917,-0.237276479,8.438101788,0.195323246,-1.658127006,-1.517881706,-1.436898212,-0.703117836,-0.92920392,0.261072902,-0.62608895,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1.333333333,LBbrons,17.6389271,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.258539661,0.482118294,0.063101788,0.296882164,0.25829608,0.061072902,0.707244383,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1,LBbrons,14.6389271,0.570151307,1.079779917,-0.237276479,4.438101788,0.195323246,0.258539661,1.482118294,0.313101788,0.296882164,-0.24170392,0.061072902,0.707244383,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
2.666666667,LBbrons,-3.361072902,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-1.158127006,-1.017881706,0.313101788,-0.036451169,-0.61670392,0.061072902,-0.62608895,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
4.333333333,LBbrons,-7.361072902,0.570151307,2.079779917,-0.237276479,4.438101788,0.195323246,0.591872994,0.982118294,1.063101788,0.296882164,0.25829608,0.461072902,1.040577717,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1.666666667,LBbrons,12.6389271,-0.429848693,1.079779917,0.762723521,4.438101788,-0.804676754,-0.241460339,1.482118294,0.563101788,1.296882164,0.00829608,0.061072902,0.37391105,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
3.333333333,LBbrons,-4.361072902,-0.429848693,2.079779917,-0.237276479,8.438101788,0.195323246,0.675206327,1.482118294,1.063101788,0.630215497,0.00829608,0.461072902,-1.959422283,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
2.333333333,LBbrons,22.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,0.195323246,0.175206327,0.482118294,0.813101788,0.630215497,-0.36670392,0.061072902,-0.959422283,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
3.333333333,LBbrons,18.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,0.195323246,-0.741460339,1.482118294,1.063101788,1.296882164,0.25829608,0.661072902,0.040577717,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
5,LBbrons,9.638927098,-0.429848693,1.079779917,-0.237276479,8.438101788,0.195323246,-1.658127006,1.482118294,0.563101788,0.296882164,-0.49170392,-1.738927098,-1.62608895,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1,LBbrons,16.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,0.195323246,0.341872994,1.482118294,1.813101788,0.630215497,0.32079608,0.061072902,0.37391105,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1,LBbrons,12.6389271,-0.429848693,1.079779917,-0.237276479,4.438101788,-0.804676754,-2.741460339,-2.517881706,-2.186898212,-2.369784503,-2.36670392,-2.938927098,-2.292755617,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
2.666666667,LBbrons,-4.361072902,0.570151307,2.079779917,-0.237276479,0.438101788,0.195323246,-0.158127006,0.482118294,0.813101788,-0.036451169,-0.74170392,0.061072902,0.37391105,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1,LBbrons,7.638927098,0.570151307,1.079779917,-0.237276479,0.438101788,-0.804676754,-0.158127006,-1.517881706,-1.186898212,1.296882164,-0.36670392,-1.138927098,0.707244383,-6.271664374,0.596973865,-0.520632737,-0.170563961,0.55914718,-1.667125172,2.229023384,0.536451169,-0.549518569,-0.136176066,-0.150618982,0.171939477,0.850068776,0.460797799,-0.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.742225294,0.002883255,-0.017893421
1,LBbruin,-3.361072902,-0.429848693,1.079779917,-0.237276479,6.438101788,-0.804676754,0.091872994,-0.517881706,-1.186898212,0.630215497,-0.24170392,0.061072902,-0.62608895,227.7283356,175.5969739,161.4793673,-0.170563961,0.55914718,1.332874828,9.229023384,7.536451169,0.450481431,0.863823934,-1.150618982,0.171939477,-0.149931224,-0.539202201,-1.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.027939579,0.38749864,0.648773246
3.666666667,LBbruin,-9.361072902,-0.429848693,-1.920220083,-0.237276479,6.438101788,0.195323246,-0.741460339,0.482118294,-0.186898212,-1.703117836,-0.92920392,-0.338927098,-1.292755617,227.7283356,175.5969739,161.4793673,-0.170563961,0.55914718,1.332874828,9.229023384,7.536451169,0.450481431,0.863823934,-1.150618982,0.171939477,-0.149931224,-0.539202201,-1.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.027939579,0.38749864,0.648773246
1,LBbruin,16.6389271,-0.429848693,0.079779917,-0.237276479,6.438101788,0.195323246,1.008539661,1.482118294,0.313101788,-0.036451169,-0.05420392,1.061072902,-0.292755617,227.7283356,175.5969739,161.4793673,-0.170563961,0.55914718,1.332874828,9.229023384,7.536451169,0.450481431,0.863823934,-1.150618982,0.171939477,-0.149931224,-0.539202201,-1.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.027939579,0.38749864,0.648773246
1.666666667,LBbruin,-14.3610729,-0.429848693,1.079779917,-0.237276479,6.438101788,0.195323246,0.591872994,-0.517881706,0.063101788,0.630215497,-0.17920392,0.661072902,0.37391105,227.7283356,175.5969739,161.4793673,-0.170563961,0.55914718,1.332874828,9.229023384,7.536451169,0.450481431,0.863823934,-1.150618982,0.171939477,-0.149931224,-0.539202201,-1.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.027939579,0.38749864,0.648773246
5,LBbruin,-8.361072902,-0.429848693,2.079779917,-0.237276479,6.438101788,0.195323246,0.591872994,-2.017881706,0.313101788,-0.369784503,-0.49170392,-0.938927098,-0.959422283,227.7283356,175.5969739,161.4793673,-0.170563961,0.55914718,1.332874828,9.229023384,7.536451169,0.450481431,0.863823934,-1.150618982,0.171939477,-0.149931224,-0.539202201,-1.187070151,-0.094910591,-0.044704264,0.149243466,-0.04561161,-0.085434174,0.027939579,0.38749864,0.648773246
2,LBgeel,-12.3610729,0.570151307,1.079779917,0.762723521,8.438101788,0.195323246,1.258539661,-0.017881706,0.063101788,-1.036451169,-0.30420392,1.061072902,-1.292755617,-5.271664374,-20.40302613,-20.52063274,0.829436039,0.55914718,-0.667125172,0.229023384,-1.463548831,-0.549518569,1.863823934,-2.150618982,0.171939477,1.850068776,1.460797799,-2.187070151,-2.094910591,-2.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.381732129,1.204328801
3,LBgeel,-15.3610729,0.570151307,-0.920220083,0.762723521,6.438101788,0.195323246,0.175206327,-0.017881706,-0.686898212,0.630215497,-0.36670392,-0.938927098,-0.292755617,-5.271664374,-20.40302613,-20.52063274,0.829436039,0.55914718,-0.667125172,0.229023384,-1.463548831,-0.549518569,1.863823934,-2.150618982,0.171939477,1.850068776,1.460797799,-2.187070151,-2.094910591,-2.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.381732129,1.204328801
1.666666667,LBgeel,-17.3610729,-0.429848693,0.079779917,-0.237276479,-31.56189821,0.195323246,-0.241460339,-1.017881706,-0.686898212,0.296882164,0.32079608,0.861072902,-0.292755617,-5.271664374,-20.40302613,-20.52063274,0.829436039,0.55914718,-0.667125172,0.229023384,-1.463548831,-0.549518569,1.863823934,-2.150618982,0.171939477,1.850068776,1.460797799,-2.187070151,-2.094910591,-2.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.381732129,1.204328801
1,LBgeel,-2.361072902,0.570151307,-0.920220083,-0.237276479,2.438101788,-0.804676754,0.091872994,-0.517881706,-0.186898212,-0.369784503,-0.30420392,-0.138927098,0.040577717,-5.271664374,-20.40302613,-20.52063274,0.829436039,0.55914718,-0.667125172,0.229023384,-1.463548831,-0.549518569,1.863823934,-2.150618982,0.171939477,1.850068776,1.460797799,-2.187070151,-2.094910591,-2.044704264,-0.850756534,-0.04561161,-0.085434174,0.170796722,-0.381732129,1.204328801
3,LBlimoen,11.6389271,0.570151307,0.079779917,0.762723521,1.438101788,0.195323246,0.008539661,-1.517881706,0.063101788,-0.369784503,0.07079608,0.061072902,-0.62608895,-18.27166437,-12.40302613,-8.520632737,-0.170563961,-0.44085282,-0.667125172,-0.770976616,0.536451169,0.450481431,0.863823934,-1.150618982,-0.828060523,1.850068776,2.460797799,-0.187070151,-0.094910591,-2.044704264,-1.850756534,-0.04561161,-0.085434174,-0.114917563,0.156729409,0.537662135
1.333333333,LBlimoen,-10.3610729,-0.429848693,2.079779917,0.762723521,8.438101788,0.195323246,1.175206327,-1.517881706,0.813101788,-0.036451169,0.38329608,1.061072902,1.707244383,-18.27166437,-12.40302613,-8.520632737,-0.170563961,-0.44085282,-0.667125172,-0.770976616,0.536451169,0.450481431,0.863823934,-1.150618982,-0.828060523,1.850068776,2.460797799,-0.187070151,-0.094910591,-2.044704264,-1.850756534,-0.04561161,-0.085434174,-0.114917563,0.156729409,0.537662135
