"","TI2","TI","code","age","gender","edu","lmx","voice","paysatis","fair","proact","caropp"
"11","NoQuit",2.66666666666667,"ALgeel",-8.36107290233838,-0.429848693259972,1.07977991746905,0.0918729940394316,0.313101788170564,0.630215497478221,0.445796079779917,1.06107290233838,-0.959422283356258
"12","NoQuit",2.33333333333333,"ALgrijs",-12.3610729023384,-0.429848693259972,-0.920220082530949,0.00853966070609813,-1.18689821182944,-0.0364511691884455,-0.241703920220083,0.0610729023383767,-0.626088950022925
"13","NoQuit",2.33333333333333,"ALgrijs",-5.36107290233838,-0.429848693259972,-0.920220082530949,-0.0747936726272354,-1.43689821182944,0.296882164144888,-0.304203920220083,0.661072902338376,0.0405777166437415
"14","NoQuit",2.33333333333333,"ALgrijs",14.6389270976616,0.570151306740027,-1.92022008253095,-0.0747936726272354,1.81310178817056,-0.369784502521779,0.383296079779917,-0.538927097661623,-0.292755616689592
"15","NoQuit",2,"ALgrijs",-15.3610729023384,0.570151306740027,0.0797799174690512,0.675206327372765,-0.186898211829436,0.296882164144888,0.258296079779917,0.461072902338377,-0.959422283356258
"16","NoQuit",1,"ALgrijs",6.63892709766162,0.570151306740027,-0.920220082530949,0.675206327372765,-0.186898211829436,0.630215497478221,0.508296079779917,-0.138927097661623,0.707244383310408
"17","NoQuit",1.33333333333333,"ALgrijs",1.63892709766162,-0.429848693259972,-0.920220082530949,1.17520632737277,1.06310178817056,0.630215497478221,0.570796079779917,1.06107290233838,0.373911049977075
"18","NoQuit",2,"ALgrijs",11.6389270976616,0.570151306740027,-1.92022008253095,-0.0747936726272354,0.813101788170564,-0.369784502521779,-0.0542039202200826,0.261072902338377,-0.626088950022925
"19","NoQuit",1,"ALgrijs",11.6389270976616,0.570151306740027,-0.920220082530949,0.508539660706098,-0.186898211829436,0.963548830811554,-0.0542039202200826,-0.538927097661623,-1.62608895002293
"20","NoQuit",1.33333333333333,"ALgrijs",17.6389270976616,0.570151306740027,-0.920220082530949,-0.158127005960568,-0.186898211829436,0.630215497478221,0.820796079779917,-0.138927097661623,-2.29275561668959
"21","NoQuit",1.33333333333333,"ALgroen",7.63892709766162,-0.429848693259972,0.0797799174690512,-0.158127005960568,-0.436898211829436,0.630215497478221,0.00829607977991742,-0.138927097661623,-0.292755616689592
"22","NoQuit",1,"ALgroen",-8.36107290233838,-0.429848693259972,-0.920220082530949,0.925206327372765,-0.436898211829436,0.630215497478221,-0.0542039202200826,-0.138927097661623,-0.292755616689592
"23","NoQuit",2,"ALgroen",22.6389270976616,-0.429848693259972,3.07977991746905,0.0918729940394316,-0.436898211829436,-0.703117835855112,-0.429203920220083,0.261072902338377,0.0405777166437415
"24","Quit",4,"ALindigo",-14.3610729023384,0.570151306740027,0.0797799174690512,-0.0747936726272354,-0.686898211829436,0.630215497478221,-0.116703920220083,0.0610729023383767,-1.29275561668959
"25","NoQuit",3,"ALindigo",-19.3610729023384,-0.429848693259972,-0.920220082530949,0.258539660706098,-0.186898211829436,-0.0364511691884455,0.133296079779917,0.0610729023383767,-0.292755616689592
"26","NoQuit",1.66666666666667,"ALindigo",-18.3610729023384,-0.429848693259972,-1.92022008253095,0.00853966070609813,0.063101788170564,1.63021549747822,0.133296079779917,-1.13892709766162,-0.292755616689592
"27","NoQuit",2.66666666666667,"ALindigo",-17.3610729023384,-0.429848693259972,-0.920220082530949,0.0918729940394316,-0.186898211829436,1.29688216414489,0.695796079779917,-0.338927097661623,0.707244383310408
"28","NoQuit",2.33333333333333,"ALindigo",-12.3610729023384,0.570151306740027,-0.920220082530949,0.341872994039431,1.06310178817056,0.963548830811554,0.508296079779917,0.661072902338376,0.373911049977075
"29","NoQuit",2,"ALindigo",-16.3610729023384,0.570151306740027,1.07977991746905,-0.0747936726272354,0.563101788170564,0.630215497478221,-0.0542039202200826,0.0610729023383767,1.70724438331041
"30","NoQuit",2,"ALindigo",-17.3610729023384,0.570151306740027,1.07977991746905,-0.0747936726272354,0.563101788170564,0.630215497478221,0.195796079779917,0.0610729023383767,-1.29275561668959
"31","NoQuit",1.33333333333333,"ALindigo",-20.3610729023384,-0.429848693259972,-1.92022008253095,0.591872994039431,0.063101788170564,1.63021549747822,0.570796079779917,-0.738927097661623,0.707244383310408
"32","NoQuit",1.33333333333333,"ALindigo",-19.3610729023384,0.570151306740027,-1.92022008253095,0.0918729940394316,-0.186898211829436,0.963548830811554,0.195796079779917,-0.938927097661623,-0.959422283356258
"33","NoQuit",2,"ALindigo",-15.3610729023384,-0.429848693259972,0.0797799174690512,0.925206327372765,-0.936898211829436,0.296882164144888,-0.179203920220083,-0.138927097661623,-2.29275561668959
"34","Quit",3.33333333333333,"ALkaki",-6.36107290233838,-0.429848693259972,-0.920220082530949,0.00853966070609813,-1.18689821182944,-1.03645116918845,-0.429203920220083,-0.938927097661623,-0.292755616689592
"35","NoQuit",1.66666666666667,"ALkaki",0.638927097661622,-0.429848693259972,-0.920220082530949,-0.408127005960568,0.063101788170564,-1.03645116918845,-0.116703920220083,0.0610729023383767,-0.292755616689592
"36","NoQuit",2.33333333333333,"ALkaki",-14.3610729023384,-0.429848693259972,-0.920220082530949,0.175206327372765,1.56310178817056,-0.0364511691884455,0.133296079779917,-0.138927097661623,0.373911049977075
"37","NoQuit",2,"ALkaki",-19.3610729023384,-0.429848693259972,-1.92022008253095,-0.0747936726272354,1.56310178817056,-0.0364511691884455,-0.0542039202200826,-0.938927097661623,0.707244383310408
"38","Quit",4,"ALkaki",-17.3610729023384,-0.429848693259972,-1.92022008253095,-0.741460339293902,0.063101788170564,-0.703117835855112,-0.616703920220083,-0.538927097661623,-1.29275561668959
"39","NoQuit",1.33333333333333,"ALkaki",-9.36107290233838,-0.429848693259972,-0.920220082530949,0.925206327372765,0.313101788170564,-0.369784502521779,-0.0542039202200826,0.461072902338377,-0.292755616689592
"40","NoQuit",2.33333333333333,"ALkaki",-2.36107290233838,-0.429848693259972,-0.920220082530949,0.175206327372765,-0.186898211829436,-0.0364511691884455,-0.116703920220083,0.0610729023383767,0.0405777166437415
"41","NoQuit",2.66666666666667,"ALkaki",-1.36107290233838,-0.429848693259972,-0.920220082530949,0.0918729940394316,-0.436898211829436,-0.0364511691884455,0.0707960797799174,0.0610729023383767,-0.292755616689592
"42","NoQuit",1.33333333333333,"ALkaki",-19.3610729023384,-0.429848693259972,-1.92022008253095,-0.324793672627235,-0.436898211829436,0.296882164144888,0.320796079779917,-1.33892709766162,0.707244383310408
"43","NoQuit",2.66666666666667,"ALkaki",-2.36107290233838,-0.429848693259972,-0.920220082530949,-0.574793672627235,-0.186898211829436,-0.369784502521779,-0.491703920220083,-0.938927097661623,-0.292755616689592
"44","NoQuit",3,"ALkaki",-14.3610729023384,-0.429848693259972,-1.92022008253095,-0.241460339293902,-1.18689821182944,-0.369784502521779,-0.0542039202200826,-0.338927097661623,-0.626088950022925
"45","NoQuit",1.33333333333333,"ALkaki",20.6389270976616,-0.429848693259972,-1.92022008253095,0.175206327372765,0.063101788170564,-0.703117835855112,0.0707960797799174,1.06107290233838,0.373911049977075
"46","NoQuit",1.33333333333333,"ALkaki",3.63892709766162,-0.429848693259972,-0.920220082530949,-0.158127005960568,-0.686898211829436,-0.703117835855112,-0.0542039202200826,-0.138927097661623,-0.959422283356258
"47","NoQuit",1.33333333333333,"ALkaki",-20.3610729023384,-0.429848693259972,-1.92022008253095,-0.158127005960568,1.06310178817056,0.630215497478221,0.508296079779917,-0.538927097661623,0.707244383310408
"48","NoQuit",1.66666666666667,"ALkaki",-12.3610729023384,-0.429848693259972,-0.920220082530949,0.841872994039431,0.813101788170564,-0.369784502521779,-0.366703920220083,-0.538927097661623,0.707244383310408
"49","NoQuit",2,"ALpaars",12.6389270976616,0.570151306740027,1.07977991746905,0.341872994039431,-0.436898211829436,0.630215497478221,0.258296079779917,0.0610729023383767,-0.292755616689592
"50","NoQuit",2.66666666666667,"ALpaars",-17.3610729023384,-0.429848693259972,0.0797799174690512,1.09187299403943,0.813101788170564,0.296882164144888,0.883296079779917,0.0610729023383767,0.0405777166437415
"51","NoQuit",2,"ALpaars",-15.3610729023384,0.570151306740027,1.07977991746905,0.00853966070609813,-0.686898211829436,0.296882164144888,-0.0542039202200826,-0.738927097661623,-1.95942228335626
"52","NoQuit",2.33333333333333,"ALpaars",8.63892709766162,0.570151306740027,-0.920220082530949,0.425206327372765,-0.186898211829436,0.963548830811554,0.820796079779917,0.461072902338377,0.0405777166437415
"53","NoQuit",2,"ALpaars",-10.3610729023384,0.570151306740027,-0.920220082530949,0.591872994039431,-0.186898211829436,0.963548830811554,0.570796079779917,0.0610729023383767,-0.626088950022925
"54","NoQuit",1.66666666666667,"ALrood",-19.3610729023384,-0.429848693259972,-2.92022008253095,0.0918729940394316,0.813101788170564,1.29688216414489,1.07079607977992,0.261072902338377,0.0405777166437415
"55","NoQuit",1.33333333333333,"ALrood",-21.3610729023384,0.570151306740027,-2.92022008253095,0.258539660706098,1.06310178817056,0.630215497478221,0.633296079779917,-0.738927097661623,0.373911049977075
"56","NoQuit",1,"ALrood",-5.36107290233838,0.570151306740027,-0.920220082530949,0.508539660706098,0.063101788170564,0.630215497478221,-0.366703920220083,1.06107290233838,-0.292755616689592
"57","NoQuit",1,"ALrood",-20.3610729023384,-0.429848693259972,0.0797799174690512,0.341872994039431,0.063101788170564,1.63021549747822,1.63329607977992,-0.738927097661623,-0.626088950022925
"58","NoQuit",1,"ALrood",-21.3610729023384,0.570151306740027,0.0797799174690512,0.675206327372765,0.563101788170564,1.63021549747822,0.508296079779917,-0.138927097661623,0.373911049977075
"59","NoQuit",1,"ALrood",-19.3610729023384,0.570151306740027,0.0797799174690512,0.675206327372765,0.563101788170564,1.63021549747822,-0.0542039202200826,-0.138927097661623,-0.292755616689592
"60","NoQuit",1,"ALrood",-20.3610729023384,-0.429848693259972,-2.92022008253095,0.258539660706098,0.563101788170564,0.630215497478221,0.320796079779917,0.0610729023383767,0.0405777166437415
"61","NoQuit",1.33333333333333,"ALroze",-18.3610729023384,0.570151306740027,0.0797799174690512,0.175206327372765,0.063101788170564,-1.03645116918845,0.0707960797799174,1.06107290233838,-0.626088950022925
"62","NoQuit",2.33333333333333,"ALroze",-17.3610729023384,0.570151306740027,1.07977991746905,0.591872994039431,-0.936898211829436,0.630215497478221,0.383296079779917,0.0610729023383767,-0.626088950022925
"63","NoQuit",2,"ALroze",-16.3610729023384,0.570151306740027,1.07977991746905,-0.324793672627235,-0.436898211829436,0.296882164144888,0.258296079779917,0.0610729023383767,-1.62608895002293
"64","NoQuit",1,"ALroze",-14.3610729023384,0.570151306740027,-1.92022008253095,0.841872994039431,-0.936898211829436,0.296882164144888,1.07079607977992,-1.13892709766162,0.373911049977075
"65","NoQuit",1,"ALroze",-18.3610729023384,0.570151306740027,0.0797799174690512,0.508539660706098,0.813101788170564,-0.0364511691884455,0.0707960797799174,0.261072902338377,-0.292755616689592
"66","NoQuit",2,"ALturquoise",-8.36107290233838,-0.429848693259972,1.07977991746905,-0.324793672627235,-0.186898211829436,-0.0364511691884455,0.195796079779917,0.0610729023383767,0.707244383310408
"67","NoQuit",1.33333333333333,"ALturquoise",-10.3610729023384,-0.429848693259972,1.07977991746905,0.00853966070609813,0.063101788170564,-0.369784502521779,-0.179203920220083,-0.138927097661623,-0.626088950022925
"68","NoQuit",2.33333333333333,"ALturquoise",-6.36107290233838,-0.429848693259972,1.07977991746905,-0.158127005960568,1.31310178817056,-2.03645116918845,-0.491703920220083,-0.338927097661623,-0.959422283356258
"69","NoQuit",3,"ALturquoise",-3.36107290233838,-0.429848693259972,1.07977991746905,0.00853966070609813,0.063101788170564,-1.36978450252178,-0.241703920220083,0.0610729023383767,1.37391104997708
"70","NoQuit",1,"ALviolet",-7.36107290233838,0.570151306740027,-0.920220082530949,0.00853966070609813,1.06310178817056,0.630215497478221,0.633296079779917,1.06107290233838,-0.292755616689592
"71","NoQuit",1,"ALviolet",4.63892709766162,-0.429848693259972,-0.920220082530949,0.758539660706098,0.313101788170564,0.963548830811554,0.758296079779917,1.06107290233838,1.70724438331041
"72","NoQuit",1.33333333333333,"ALviolet",-9.36107290233838,-0.429848693259972,1.07977991746905,-0.158127005960568,-0.186898211829436,0.296882164144888,0.445796079779917,0.0610729023383767,-0.292755616689592
"73","NoQuit",2,"ALviolet",-6.36107290233838,-0.429848693259972,1.07977991746905,0.425206327372765,-0.186898211829436,-0.0364511691884455,0.758296079779917,0.261072902338377,0.707244383310408
"74","NoQuit",2,"ALviolet",16.6389270976616,0.570151306740027,-0.920220082530949,0.00853966070609813,0.063101788170564,0.296882164144888,-0.366703920220083,-0.338927097661623,-0.292755616689592
"75","NoQuit",1,"ALviolet",-0.361072902338378,-0.429848693259972,1.07977991746905,0.841872994039431,-0.436898211829436,0.630215497478221,0.258296079779917,1.06107290233838,0.373911049977075
"76","NoQuit",1,"ALviolet",2.63892709766162,-0.429848693259972,1.07977991746905,0.591872994039431,-0.436898211829436,0.630215497478221,-0.366703920220083,-0.338927097661623,0.707244383310408
"77","NoQuit",1,"ALviolet",8.63892709766162,-0.429848693259972,1.07977991746905,-0.741460339293902,1.06310178817056,0.963548830811554,-0.241703920220083,-0.338927097661623,0.0405777166437415
"78","Quit",3.33333333333333,"ALwit",13.6389270976616,0.570151306740027,-0.920220082530949,-0.158127005960568,-0.686898211829436,-0.0364511691884455,-0.804203920220083,0.0610729023383767,0.0405777166437415
"79","NoQuit",1,"ALwit",17.6389270976616,0.570151306740027,-1.92022008253095,0.175206327372765,1.81310178817056,0.630215497478221,0.633296079779917,0.0610729023383767,0.707244383310408
"80","Quit",3.33333333333333,"ALwit",-4.36107290233838,0.570151306740027,-3.92022008253095,-0.658127005960568,-0.936898211829436,-1.70311783585511,-0.991703920220083,1.06107290233838,-1.62608895002293
"81","NoQuit",1.66666666666667,"ALzilver",-10.3610729023384,0.570151306740027,1.07977991746905,-0.574793672627235,1.06310178817056,-0.369784502521779,0.133296079779917,0.0610729023383767,0.707244383310408
"82","NoQuit",1,"ALzilver",-9.36107290233838,0.570151306740027,1.07977991746905,0.175206327372765,0.563101788170564,-0.0364511691884455,-0.0542039202200826,0.0610729023383767,0.0405777166437415
"83","NoQuit",1,"ALzilver",19.6389270976616,0.570151306740027,-0.920220082530949,-0.0747936726272354,1.56310178817056,-0.0364511691884455,0.633296079779917,0.0610729023383767,1.37391104997708
"84","NoQuit",1,"ALzwart",15.6389270976616,0.570151306740027,-0.920220082530949,1.2585396607061,1.81310178817056,0.630215497478221,1.63329607977992,1.06107290233838,1.70724438331041
"85","NoQuit",1,"ALzwart",15.6389270976616,0.570151306740027,-0.920220082530949,0.0918729940394316,-0.186898211829436,-1.36978450252178,-0.116703920220083,0.0610729023383767,0.0405777166437415
"86","NoQuit",2,"ALzwart",-14.3610729023384,0.570151306740027,-0.920220082530949,-0.241460339293902,1.06310178817056,-0.369784502521779,-0.116703920220083,-1.13892709766162,0.0405777166437415
"87","NoQuit",2.33333333333333,"ALzwart",16.6389270976616,0.570151306740027,-0.920220082530949,-0.324793672627235,-0.686898211829436,-0.0364511691884455,-0.116703920220083,-0.938927097661623,-0.292755616689592
"88","NoQuit",1,"ALzwart",-12.3610729023384,0.570151306740027,1.07977991746905,0.758539660706098,0.813101788170564,0.963548830811554,0.133296079779917,0.461072902338377,-0.626088950022925
"89","Quit",5,"EVblauw",-12.3610729023384,0.570151306740027,1.07977991746905,0.425206327372765,-0.436898211829436,-0.0364511691884455,0.633296079779917,-0.138927097661623,-1.95942228335626
"90","NoQuit",2.66666666666667,"EVblauw",-0.361072902338378,-0.429848693259972,0.0797799174690512,0.0918729940394316,1.31310178817056,-0.369784502521779,-0.366703920220083,1.06107290233838,0.373911049977075
"91","NoQuit",3,"DWblauw",12.6389270976616,-0.429848693259972,-0.920220082530949,0.00853966070609813,0.813101788170564,0.630215497478221,0.633296079779917,0.0610729023383767,0.707244383310408
"92","NoQuit",1,"DWblauw",20.6389270976616,0.570151306740027,-0.920220082530949,-0.0747936726272354,-0.686898211829436,1.29688216414489,0.0707960797799174,-0.938927097661623,0.373911049977075
"93","NoQuit",2,"DWblauw",8.63892709766162,-0.429848693259972,1.07977991746905,0.341872994039431,1.31310178817056,0.630215497478221,0.195796079779917,1.06107290233838,0.707244383310408
"94","NoQuit",1,"DWblauw",27.6389270976616,0.570151306740027,-0.920220082530949,0.841872994039431,1.56310178817056,1.63021549747822,1.63329607977992,1.06107290233838,1.70724438331041
"95","NoQuit",2,"DWblauw",31.6389270976616,0.570151306740027,-0.920220082530949,0.258539660706098,0.813101788170564,0.630215497478221,0.445796079779917,0.461072902338377,0.373911049977075
"96","NoQuit",2.33333333333333,"DWbrons",-0.361072902338378,0.570151306740027,1.07977991746905,-0.741460339293902,1.06310178817056,1.63021549747822,0.133296079779917,1.06107290233838,0.373911049977075
"97","NoQuit",1,"DWbrons",3.63892709766162,-0.429848693259972,-0.920220082530949,-0.241460339293902,-0.436898211829436,0.296882164144888,0.0707960797799174,-0.138927097661623,0.707244383310408
"98","NoQuit",2.33333333333333,"DWbrons",17.6389270976616,-0.429848693259972,0.0797799174690512,0.00853966070609813,-0.436898211829436,-0.703117835855112,-0.616703920220083,-0.138927097661623,-0.626088950022925
"99","NoQuit",1.33333333333333,"DWbrons",5.63892709766162,-0.429848693259972,1.07977991746905,0.758539660706098,-1.93689821182944,0.963548830811554,-0.991703920220083,0.861072902338377,-0.626088950022925
"100","NoQuit",1.66666666666667,"DWbrons",11.6389270976616,0.570151306740027,-0.920220082530949,1.0085396607061,-0.436898211829436,-0.703117835855112,0.445796079779917,0.0610729023383767,-0.626088950022925
"101","NoQuit",1.33333333333333,"DWbrons",8.63892709766162,-0.429848693259972,-1.92022008253095,0.175206327372765,-0.436898211829436,-0.0364511691884455,0.570796079779917,0.0610729023383767,0.707244383310408
"102","NoQuit",1.66666666666667,"DWbrons",-1.36107290233838,-0.429848693259972,-0.920220082530949,-0.908127005960568,-0.436898211829436,0.296882164144888,-0.0542039202200826,0.261072902338377,-0.626088950022925
"103","NoQuit",2.33333333333333,"DWbrons",12.6389270976616,0.570151306740027,1.07977991746905,-0.658127005960568,0.313101788170564,-0.369784502521779,-0.554203920220083,-0.138927097661623,-0.292755616689592
"104","NoQuit",2,"DWbrons",-18.3610729023384,0.570151306740027,-0.920220082530949,0.175206327372765,-0.686898211829436,-0.369784502521779,-0.116703920220083,0.0610729023383767,0.373911049977075
"105","NoQuit",2.33333333333333,"DWbruin",3.63892709766162,-0.429848693259972,-0.920220082530949,0.0918729940394316,0.313101788170564,-0.0364511691884455,-0.304203920220083,0.0610729023383767,0.707244383310408
"106","NoQuit",2,"DWbruin",-0.361072902338378,0.570151306740027,1.07977991746905,-0.408127005960568,-0.186898211829436,0.296882164144888,-0.116703920220083,-0.338927097661623,0.373911049977075
"107","NoQuit",1,"DWbruin",16.6389270976616,0.570151306740027,-0.920220082530949,0.258539660706098,-0.436898211829436,-0.369784502521779,0.320796079779917,0.0610729023383767,-2.29275561668959
"108","NoQuit",1,"DWbruin",9.63892709766162,-0.429848693259972,-2.92022008253095,-0.0747936726272354,0.813101788170564,0.630215497478221,0.258296079779917,0.0610729023383767,0.373911049977075
"109","NoQuit",1,"DWbruin",15.6389270976616,0.570151306740027,-1.92022008253095,0.00853966070609813,1.81310178817056,0.630215497478221,1.19579607977992,-0.338927097661623,1.04057771664374
"110","NoQuit",1.33333333333333,"DWbruin",20.6389270976616,-0.429848693259972,-0.920220082530949,0.591872994039431,0.063101788170564,-1.03645116918845,0.195796079779917,0.0610729023383767,0.707244383310408
"111","NoQuit",2,"DWbruin",1.63892709766162,0.570151306740027,1.07977991746905,-0.741460339293902,-0.186898211829436,-0.703117835855112,-0.366703920220083,-0.938927097661623,-0.292755616689592
"112","NoQuit",3,"DWbruin",27.6389270976616,-0.429848693259972,1.07977991746905,-0.741460339293902,-0.186898211829436,-0.369784502521779,-0.804203920220083,-0.138927097661623,-0.959422283356258
"113","NoQuit",2,"DWbruin",-10.3610729023384,-0.429848693259972,0.0797799174690512,0.0918729940394316,0.813101788170564,0.296882164144888,-0.116703920220083,0.0610729023383767,0.707244383310408
"114","Quit",3.33333333333333,"DWgeel",-13.3610729023384,0.570151306740027,1.07977991746905,0.00853966070609813,0.063101788170564,-0.703117835855112,-0.679203920220083,-0.738927097661623,0.0405777166437415
"115","NoQuit",1,"DWgeel",-11.3610729023384,0.570151306740027,2.07977991746905,1.2585396607061,1.31310178817056,-1.03645116918845,0.508296079779917,1.06107290233838,1.70724438331041
"116","Quit",3.33333333333333,"DWgeel",-12.3610729023384,0.570151306740027,2.07977991746905,-0.324793672627235,-1.43689821182944,-0.703117835855112,-0.366703920220083,0.261072902338377,0.707244383310408
"117","Quit",3.33333333333333,"DWgeel",-12.3610729023384,0.570151306740027,2.07977991746905,-1.32479367262724,-0.436898211829436,-1.03645116918845,-1.11670392022008,0.0610729023383767,-0.959422283356258
"118","Quit",3.33333333333333,"DWgeel",-15.3610729023384,0.570151306740027,2.07977991746905,-0.491460339293902,-0.686898211829436,-0.0364511691884455,-0.366703920220083,0.0610729023383767,0.707244383310408
"119","NoQuit",1.33333333333333,"DWgeel",-11.3610729023384,-0.429848693259972,2.07977991746905,0.508539660706098,-0.186898211829436,-0.0364511691884455,0.633296079779917,0.461072902338377,1.04057771664374
"120","Quit",4.33333333333333,"DWgeel",-9.36107290233838,0.570151306740027,2.07977991746905,-0.158127005960568,-1.18689821182944,-1.70311783585511,-0.991703920220083,0.461072902338377,-1.29275561668959
"121","NoQuit",3,"DWgeel",-11.3610729023384,-0.429848693259972,2.07977991746905,0.0918729940394316,0.563101788170564,-2.03645116918845,-0.304203920220083,0.0610729023383767,0.707244383310408
"122","NoQuit",1,"DWgoud",10.6389270976616,-0.429848693259972,-0.920220082530949,0.00853966070609813,-0.186898211829436,0.296882164144888,0.0707960797799174,0.261072902338377,0.707244383310408
"123","NoQuit",2,"DWgoud",-12.3610729023384,0.570151306740027,0.0797799174690512,0.758539660706098,1.06310178817056,0.630215497478221,0.258296079779917,0.0610729023383767,0.373911049977075
"124","NoQuit",1,"DWgoud",-10.3610729023384,0.570151306740027,-0.920220082530949,-0.0747936726272354,1.56310178817056,0.630215497478221,0.633296079779917,0.0610729023383767,1.70724438331041
"125","NoQuit",1,"DWgoud",15.6389270976616,0.570151306740027,-0.920220082530949,-0.658127005960568,-0.686898211829436,-0.0364511691884455,-0.429203920220083,0.0610729023383767,0.373911049977075
"126","NoQuit",3,"DWgoud",-8.36107290233838,-0.429848693259972,-0.920220082530949,0.341872994039431,-0.186898211829436,-1.03645116918845,-0.679203920220083,1.06107290233838,0.0405777166437415
"127","NoQuit",2,"DWgoud",2.63892709766162,-0.429848693259972,-0.920220082530949,0.00853966070609813,0.063101788170564,-1.36978450252178,0.320796079779917,0.0610729023383767,-1.29275561668959
"128","NoQuit",2,"DWgoud",15.6389270976616,0.570151306740027,0.0797799174690512,-0.658127005960568,-1.18689821182944,-0.703117835855112,-0.554203920220083,-0.538927097661623,-1.29275561668959
"129","Quit",3.33333333333333,"DWgoud",12.6389270976616,-0.429848693259972,-0.920220082530949,-0.158127005960568,-0.936898211829436,-1.36978450252178,-0.866703920220083,1.06107290233838,-1.95942228335626
"130","NoQuit",1.33333333333333,"DWgoud",-6.36107290233838,-0.429848693259972,1.07977991746905,-0.408127005960568,-0.436898211829436,-0.0364511691884455,-0.366703920220083,0.0610729023383767,0.707244383310408
"131","NoQuit",2.33333333333333,"DWgoud",-11.3610729023384,-0.429848693259972,1.07977991746905,0.508539660706098,0.063101788170564,-0.0364511691884455,0.258296079779917,0.0610729023383767,-0.626088950022925
"132","NoQuit",2,"DWgoud",0.638927097661622,-0.429848693259972,1.07977991746905,-0.408127005960568,0.313101788170564,-0.703117835855112,-0.866703920220083,-0.138927097661623,-1.29275561668959
"133","NoQuit",2,"DWgoud",11.6389270976616,-0.429848693259972,-0.920220082530949,-1.15812700596057,-1.18689821182944,-0.369784502521779,-1.17920392022008,0.0610729023383767,-0.626088950022925
"134","NoQuit",2,"DWgoud",18.6389270976616,0.570151306740027,1.07977991746905,-0.741460339293902,-1.18689821182944,-2.36978450252178,-2.24170392022008,-0.138927097661623,-1.95942228335626
"135","NoQuit",3,"DWgoud",20.6389270976616,-0.429848693259972,0.0797799174690512,-0.991460339293902,-0.936898211829436,-2.36978450252178,-0.804203920220083,-0.538927097661623,-0.292755616689592
"136","NoQuit",2,"DWgrijs",-6.36107290233838,0.570151306740027,-0.920220082530949,-0.0747936726272354,0.563101788170564,-0.0364511691884455,0.445796079779917,0.0610729023383767,-0.292755616689592
"137","NoQuit",1.66666666666667,"DWgrijs",-19.3610729023384,0.570151306740027,-2.92022008253095,-0.491460339293902,0.313101788170564,0.630215497478221,-0.116703920220083,-1.53892709766162,0.373911049977075
"138","Quit",4,"DWgrijs",-8.36107290233838,0.570151306740027,1.07977991746905,-0.408127005960568,-1.68689821182944,-0.703117835855112,-0.554203920220083,0.261072902338377,-0.626088950022925
"139","NoQuit",2.33333333333333,"DWgrijs",-20.3610729023384,-0.429848693259972,-2.92022008253095,0.425206327372765,-0.686898211829436,-0.369784502521779,-0.241703920220083,-0.338927097661623,0.373911049977075
"140","NoQuit",3,"DWgrijs",-16.3610729023384,0.570151306740027,0.0797799174690512,-0.658127005960568,-1.93689821182944,-0.0364511691884455,-0.366703920220083,-0.738927097661623,-2.29275561668959
"141","NoQuit",2,"DWgrijs",-16.3610729023384,0.570151306740027,-0.920220082530949,-0.324793672627235,-1.43689821182944,-0.369784502521779,-0.304203920220083,0.861072902338377,-1.62608895002293
