"","TI","code","age","gender","edu","manage","conhour","contype","lmx","infshare","voice","paysatis","fair","proact","caropp","N","FTEN","FTELY","Council","HR","Levels","Departments","Managers","FB","HR1","HR2","HR3","HR4","HR5","HR6","HR7","HR8","HR9","SB","AB","ce","sp","eo"
"1",2,"ALbeige",-14.3610729023384,-0.429848693259972,1.07977991746905,-0.237276478679505,-15.5618982118294,-0.804676753782668,0.925206327372765,-0.0178817056396148,1.06310178817056,0.630215497478221,-0.241703920220083,0.661072902338376,0.0405777166437415,-32.2716643741403,-26.4030261348005,-24.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,-0.770976616231087,-1.46354883081155,-0.549518569463549,-0.136176066024759,-0.150618982118294,-0.828060522696011,-1.14993122420908,-0.539202200825309,-0.18707015130674,-0.0949105914718018,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.227885975410728,-0.906782309735897
"2",3,"ALbeige",-6.36107290233838,-0.429848693259972,1.07977991746905,-0.237276478679505,8.43810178817056,-0.804676753782668,0.675206327372765,1.48211829436039,0.563101788170564,-0.369784502521779,-0.116703920220083,0.0610729023383767,1.04057771664374,-32.2716643741403,-26.4030261348005,-24.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,-0.770976616231087,-1.46354883081155,-0.549518569463549,-0.136176066024759,-0.150618982118294,-0.828060522696011,-1.14993122420908,-0.539202200825309,-0.18707015130674,-0.0949105914718018,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.227885975410728,-0.906782309735897
"3",1.33333333333333,"ALbeige",5.63892709766162,0.570151306740027,2.07977991746905,-0.237276478679505,-1.56189821182944,0.195323246217332,1.0085396607061,1.48211829436039,1.81310178817056,0.963548830811554,1.13329607977992,1.06107290233838,1.70724438331041,-32.2716643741403,-26.4030261348005,-24.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,-0.770976616231087,-1.46354883081155,-0.549518569463549,-0.136176066024759,-0.150618982118294,-0.828060522696011,-1.14993122420908,-0.539202200825309,-0.18707015130674,-0.0949105914718018,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.227885975410728,-0.906782309735897
"4",1.33333333333333,"ALbeige",4.63892709766162,-0.429848693259972,2.07977991746905,-0.237276478679505,8.43810178817056,0.195323246217332,0.0918729940394316,-0.517881705639615,0.313101788170564,0.630215497478221,0.195796079779917,0.0610729023383767,0.373911049977075,-32.2716643741403,-26.4030261348005,-24.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,-0.770976616231087,-1.46354883081155,-0.549518569463549,-0.136176066024759,-0.150618982118294,-0.828060522696011,-1.14993122420908,-0.539202200825309,-0.18707015130674,-0.0949105914718018,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.227885975410728,-0.906782309735897
"5",1,"ALgeel",-1.36107290233838,-0.429848693259972,-0.920220082530949,-0.237276478679505,0.438101788170563,-0.804676753782668,0.675206327372765,1.48211829436039,0.563101788170564,0.630215497478221,0.758296079779917,0.461072902338377,0.707244383310408,-18.2716643741403,-14.4030261348005,-15.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,0.229023383768913,-1.46354883081155,-0.549518569463549,-0.136176066024759,0.849381017881706,0.171939477303989,-0.149931224209078,-0.539202200825309,0.81292984869326,0.905089408528198,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.304809052333805,0.648773245819659
"6",2.33333333333333,"ALgeel",-10.3610729023384,-0.429848693259972,1.07977991746905,-0.237276478679505,8.43810178817056,0.195323246217332,0.758539660706098,1.48211829436039,0.313101788170564,0.296882164144888,0.508296079779917,1.06107290233838,1.70724438331041,-18.2716643741403,-14.4030261348005,-15.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,0.229023383768913,-1.46354883081155,-0.549518569463549,-0.136176066024759,0.849381017881706,0.171939477303989,-0.149931224209078,-0.539202200825309,0.81292984869326,0.905089408528198,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.304809052333805,0.648773245819659
"7",2.66666666666667,"ALgeel",-11.3610729023384,0.570151306740027,1.07977991746905,-0.237276478679505,0.438101788170563,0.195323246217332,-0.658127005960568,1.48211829436039,-0.186898211829436,-0.703117835855112,-1.17920392022008,-0.138927097661623,0.0405777166437415,-18.2716643741403,-14.4030261348005,-15.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,0.229023383768913,-1.46354883081155,-0.549518569463549,-0.136176066024759,0.849381017881706,0.171939477303989,-0.149931224209078,-0.539202200825309,0.81292984869326,0.905089408528198,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.304809052333805,0.648773245819659
"8",1.33333333333333,"ALgeel",-8.36107290233838,0.570151306740027,1.07977991746905,-0.237276478679505,0.438101788170563,0.195323246217332,-0.241460339293902,1.48211829436039,0.313101788170564,-0.703117835855112,-1.11670392022008,-0.138927097661623,-0.292755616689592,-18.2716643741403,-14.4030261348005,-15.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,0.229023383768913,-1.46354883081155,-0.549518569463549,-0.136176066024759,0.849381017881706,0.171939477303989,-0.149931224209078,-0.539202200825309,0.81292984869326,0.905089408528198,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.304809052333805,0.648773245819659
"9",2,"ALgeel",-14.3610729023384,0.570151306740027,1.07977991746905,0.762723521320495,4.43810178817056,-0.804676753782668,0.758539660706098,0.982118294360385,0.813101788170564,-0.0364511691884455,0.133296079779917,-0.938927097661623,0.707244383310408,-18.2716643741403,-14.4030261348005,-15.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,0.229023383768913,-1.46354883081155,-0.549518569463549,-0.136176066024759,0.849381017881706,0.171939477303989,-0.149931224209078,-0.539202200825309,0.81292984869326,0.905089408528198,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.304809052333805,0.648773245819659
"10",2,"ALgeel",-7.36107290233838,0.570151306740027,1.07977991746905,-0.237276478679505,4.43810178817056,0.195323246217332,0.175206327372765,1.48211829436039,1.31310178817056,0.630215497478221,0.633296079779917,1.06107290233838,0.707244383310408,-18.2716643741403,-14.4030261348005,-15.5206327372765,-0.170563961485557,-0.440852819807428,-0.667125171939477,0.229023383768913,-1.46354883081155,-0.549518569463549,-0.136176066024759,0.849381017881706,0.171939477303989,-0.149931224209078,-0.539202200825309,0.81292984869326,0.905089408528198,-0.0447042640990372,0.149243466299863,-0.045611610228058,-0.0854341736694678,0.170796722282555,-0.304809052333805,0.648773245819659
